X,Y,C,R,DirApp_year,LU_year,NatmLosses,Ndeposition,Nfertilizer,Ngw,NgwDirect,Ngw_nondirect,Nharvest,Nharvest_actual,Nirrigation,NlandApplied,NmanureSale,Nnorm,Nrunoff_actual,Nseptic
-194575,296725,576,37,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-194525,296725,577,37,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-194475,296725,578,37,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-194425,296725,579,37,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-194375,296725,580,37,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-194325,296725,581,37,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-194275,296725,582,37,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-194225,296725,583,37,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-194175,296725,584,37,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-194125,296725,585,37,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-194075,296725,586,37,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-194025,296725,587,37,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-193975,296725,588,37,0.00000,2.00000,0.30593,3.05925,0.00000,0.27533,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.00000
-193925,296725,589,37,0.00000,2.00000,0.34150,3.05925,0.00000,0.47694,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.20160
-193875,296725,590,37,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-193825,296725,591,37,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-193775,296725,592,37,0.00000,2.00000,0.30593,3.05925,0.00000,0.27533,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.00000
-193725,296725,593,37,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-193675,296725,594,37,0.00000,2.00000,0.30593,3.05925,0.00000,0.27533,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.00000
-193625,296725,595,37,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-193575,296725,596,37,0.00000,2.00000,0.30593,3.05925,0.00000,0.27533,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.00000
-193525,296725,597,37,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-193475,296725,598,37,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-193425,296725,599,37,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-193375,296725,600,37,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-193325,296725,601,37,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-193275,296725,602,37,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-193225,296725,603,37,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-193175,296725,604,37,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-193125,296725,605,37,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-193075,296725,606,37,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-193025,296725,607,37,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-192975,296725,608,37,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-192925,296725,609,37,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-192875,296725,610,37,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-192825,296725,611,37,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-192775,296725,612,37,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-192725,296725,613,37,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-192675,296725,614,37,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-192625,296725,615,37,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-192575,296725,616,37,0.00000,2.00000,0.37672,3.05925,0.00000,0.67651,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.40117
-192525,296725,617,37,0.00000,2.00000,0.37672,3.05925,0.00000,0.67651,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.40117
-192475,296725,618,37,0.00000,2.00000,0.37672,3.05925,0.00000,0.67651,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.40117
-192425,296725,619,37,0.00000,2.00000,0.32435,3.05925,0.00000,0.37976,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.10442
-192375,296725,620,37,0.00000,2.00000,0.32435,3.05925,0.00000,0.37976,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.10442
-192325,296725,621,37,0.00000,2.00000,0.32435,3.05925,0.00000,0.37976,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.10442
-192275,296725,622,37,0.00000,2.00000,0.32435,3.05925,0.00000,0.37976,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.10442
-192225,296725,623,37,0.00000,2.00000,0.32435,3.05925,0.00000,0.37976,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.10442
-192175,296725,624,37,0.00000,2.00000,0.32435,3.05925,0.00000,0.37976,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.10442
-192125,296725,625,37,0.00000,2.00000,0.32435,3.05925,0.00000,0.37976,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.10442
-192075,296725,626,37,0.00000,2.00000,0.32435,3.05925,0.00000,0.37976,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.10442
-192025,296725,627,37,0.00000,2.00000,0.32435,3.05925,0.00000,0.37976,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.10442
-191975,296725,628,37,0.00000,2.00000,0.32435,3.05925,0.00000,0.37976,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.10442
-191925,296725,629,37,0.00000,2.00000,0.32435,3.05925,0.00000,0.37976,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.10442
-191875,296725,630,37,0.00000,2.00000,0.35147,3.05925,0.00000,0.53344,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.25811
-191825,296725,631,37,0.00000,2.00000,0.35147,3.05925,0.00000,0.53344,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.25811
-191775,296725,632,37,0.00000,2.00000,0.35147,3.05925,0.00000,0.53344,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.25811
-191725,296725,633,37,0.00000,2.00000,0.35147,3.05925,0.00000,0.53344,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.25811
-191675,296725,634,37,0.00000,2.00000,0.35147,3.05925,0.00000,0.53344,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.25811
-191625,296725,635,37,0.00000,2.00000,0.35147,3.05925,0.00000,0.53344,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.25811
-191575,296725,636,37,0.00000,2.00000,0.35147,3.05925,0.00000,0.53344,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.25811
-191525,296725,637,37,0.00000,2.00000,0.35147,3.05925,0.00000,0.53344,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.25811
-191475,296725,638,37,0.00000,2.00000,0.35147,3.05925,0.00000,0.53344,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.25811
-191425,296725,639,37,0.00000,2.00000,0.35147,3.05925,0.00000,0.53344,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.25811
-191375,296725,640,37,0.00000,2.00000,0.35147,3.05925,0.00000,0.53344,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.25811
-191325,296725,641,37,0.00000,2.00000,0.35147,3.05925,0.00000,0.53344,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.25811
-191275,296725,642,37,0.00000,2.00000,0.30593,3.05925,0.00000,0.27533,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.00000
-191225,296725,643,37,0.00000,2.00000,0.35147,3.05925,0.00000,0.53344,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.25811
-191175,296725,644,37,0.00000,2.00000,0.35147,3.05925,0.00000,0.53344,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.25811
-191125,296725,645,37,0.00000,2.00000,0.35147,3.05925,0.00000,0.53344,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.25811
-196275,296675,542,38,0.00000,901.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-196225,296675,543,38,0.00000,901.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-196175,296675,544,38,0.00000,2.00000,0.30593,3.05925,0.00000,0.27533,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.00000
-196125,296675,545,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-196075,296675,546,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-196025,296675,547,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-195975,296675,548,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-195925,296675,549,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-195875,296675,550,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-195825,296675,551,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-195775,296675,552,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-195725,296675,553,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-195675,296675,554,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-195625,296675,555,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-195575,296675,556,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-195525,296675,557,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-195475,296675,558,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-195425,296675,559,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-195375,296675,560,38,0.00000,2.00000,0.30593,3.05925,0.00000,0.27533,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.00000
-195325,296675,561,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-195275,296675,562,38,0.00000,2.00000,0.30593,3.05925,0.00000,0.27533,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.00000
-195225,296675,563,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-195175,296675,564,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-195125,296675,565,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-195075,296675,566,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-195025,296675,567,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-194975,296675,568,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-194925,296675,569,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-194875,296675,570,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-194825,296675,571,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-194775,296675,572,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-194725,296675,573,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-194675,296675,574,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-194625,296675,575,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-194575,296675,576,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-194525,296675,577,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-194475,296675,578,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-194425,296675,579,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-194375,296675,580,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-194325,296675,581,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-194275,296675,582,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-194225,296675,583,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-194175,296675,584,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-194125,296675,585,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-194075,296675,586,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-194025,296675,587,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-193975,296675,588,38,0.00000,2.00000,0.41831,3.05925,0.00000,0.91218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.63685
-193925,296675,589,38,0.00000,2.00000,0.34150,3.05925,0.00000,0.47694,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.20160
-193875,296675,590,38,0.00000,2.00000,0.34150,3.05925,0.00000,0.47694,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.20160
-193825,296675,591,38,0.00000,2.00000,0.30593,3.05925,0.00000,0.27533,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.00000
-193775,296675,592,38,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-193725,296675,593,38,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-193675,296675,594,38,0.00000,2.00000,0.30593,3.05925,0.00000,0.27533,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.00000
-193625,296675,595,38,0.00000,2.00000,0.30593,3.05925,0.00000,0.27533,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.00000
-193575,296675,596,38,0.00000,2.00000,0.30593,3.05925,0.00000,0.27533,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.00000
-193525,296675,597,38,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-193475,296675,598,38,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-193425,296675,599,38,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-193375,296675,600,38,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-193325,296675,601,38,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-193275,296675,602,38,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-193225,296675,603,38,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-193175,296675,604,38,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-193125,296675,605,38,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-193075,296675,606,38,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-193025,296675,607,38,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-192975,296675,608,38,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-192925,296675,609,38,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-192875,296675,610,38,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-192825,296675,611,38,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-192775,296675,612,38,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-192725,296675,613,38,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-192675,296675,614,38,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-192625,296675,615,38,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-192575,296675,616,38,0.00000,2.00000,0.33909,3.05925,0.00000,0.46328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.18795
-192525,296675,617,38,0.00000,2.00000,0.37672,3.05925,0.00000,0.67651,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.40117
-192475,296675,618,38,0.00000,2.00000,0.30593,3.05925,0.00000,0.27533,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.00000
-192425,296675,619,38,0.00000,2.00000,0.32435,3.05925,0.00000,0.37976,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.10442
-192375,296675,620,38,0.00000,2.00000,0.32435,3.05925,0.00000,0.37976,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.10442
-192325,296675,621,38,0.00000,2.00000,0.32435,3.05925,0.00000,0.37976,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.10442
-192275,296675,622,38,0.00000,2.00000,0.32435,3.05925,0.00000,0.37976,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.10442
-192225,296675,623,38,0.00000,2.00000,0.32435,3.05925,0.00000,0.37976,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.75333,0.10442
